івано-франківська	івано-франківський	івано-франківськ	48.922777777777775,24.710555555555555
івано-франківська	верховинський	верховина	48.151666666666664,24.81361111111111
івано-франківська	калуський	калуш	49.04416666666666,24.359722222222224
івано-франківська	коломийський	коломия	48.541666666666664,25.038611111111113
івано-франківська	косівський	косів	48.315,25.095277777777778
івано-франківська	надвірнянський	надвірна	48.63027777777778,24.579166666666666
волинська	володимирський	володимир	50.84805555555556,24.322222222222223
волинська	камінь-каширський	камінь-каширський	51.62,24.96527777777778
волинська	ковельський	ковель	51.219166666666666,24.68777777777778
волинська	луцький	луцьк	50.74777777777778,25.324444444444445
вінницька	вінницький	вінниця	49.23722222222222,28.46722222222222
вінницька	гайсинський	гайсин	48.81027777777778,29.384166666666665
вінницька	жмеринський	жмеринка	49.036944444444444,28.103611111111114
вінницька	могилів-подільський	могилів-подільський	48.455000000000005,27.808055555555555
вінницька	тульчинський	тульчин	48.67444444444444,28.849722222222223
вінницька	хмільницький	хмільник	49.55694444444444,27.95722222222222
дніпропетровська	дніпровський	дніпро	48.46611111111111,35.025277777777774
дніпропетровська	кам'янський	кам'янське	48.528888888888886,34.596944444444446
дніпропетровська	криворізький	кривий ріг	48.528888888888886,34.596944444444446
дніпропетровська	новомосковський	новомосковськ	48.63777777777778,35.228611111111114
дніпропетровська	нікопольський	нікополь	47.577222222222225,34.3575
дніпропетровська	павлоградський	павлоград	48.519999999999996,35.87
дніпропетровська	синельниківський	синельникове	48.31777777777778,35.511944444444445
закарпатська	берегівський	берегове	48.2025,22.6375
закарпатська	мукачівський	мукачево	48.44138888888889,22.71361111111111
закарпатська	рахівський	рахів	48.05,24.216666666666665
закарпатська	тячівський	тячів	48.01611111111111,23.571944444444444
закарпатська	ужгородський	ужгород	48.62388888888889,22.295
закарпатська	хустський	хуст	48.174166666666665,23.289722222222224
київська	київ	київ	50.45,30.52361111111111
львівська	дрогобицький	дрогобич	49.35,23.5
львівська	золочівський	золочів	49.80611111111111,24.89638888888889
львівська	львівський	львів	49.8425,24.03222222222222
львівська	самбірський	самбір	49.516666666666666,23.2
львівська	стрийський	стрий	49.25,23.85
львівська	червоноградський	червоноград	50.38666666666666,24.228888888888886
львівська	яворівський	яворів	49.939722222222215,23.385833333333334
одеська	ізмаїльський	ізмаїл	45.35805555555556,28.845555555555553
одеська	березівський	березівка	47.20055555555556,30.91722222222222
одеська	болградський	болград	45.66722222222222,28.61277777777778
одеська	білгород-дністровський	білгород-дністровський	46.19222222222222,30.333333333333332
одеська	одеський	одеса	46.48555555555556,30.743333333333336
одеська	подільський	подільськ	47.74194444444444,29.535
одеська	роздільнянський	роздільна	46.85194444444445,30.074444444444445
рівненська	вараський	вараш	51.34444444444445,25.850833333333334
рівненська	дубенський	дубно	50.393055555555556,25.735
рівненська	рівненський	рівне	50.61972222222222,26.25138888888889
рівненська	сарненський	сарни	51.32694444444445,26.633055555555558
тернопільська	кременецький	кременець	50.10805555555556,25.7275
тернопільська	тернопільський	тернопіль	49.56666666666667,25.6
тернопільська	чортківський	чортків	50.10805555555556,25.7275
хмельницька	кам'янець-подільський	кам'янець-подільський	48.68055555555555,26.580555555555556
хмельницька	хмельницький	хмельницький	49.419444444444444,26.979444444444443
хмельницька	шепетівський	шепетівка	50.18333333333333,27.066666666666666
чернівецька	вижницький	вижниця	48.25,25.191666666666666
чернівецька	дністровський	кельменці	48.46333333333334,26.829166666666666
чернівецька	чернівецький	чернівці	48.29083333333333,25.934444444444445
чернігівська	корюківський	корюківка	51.775277777777774,32.24944444444444
чернігівська	новгород-сіверський	новгород-сіверський	51.99722222222222,33.266666666666666
чернігівська	ніжинський	ніжин	51.04277777777778,31.87361111111111
чернігівська	прилуцький	прилуки	50.58916666666667,32.385555555555555
чернігівська	чернігівський	чернігів	51.49111111111111,31.298611111111114
львівська	самбірський	лопушанка	49.27944444,22.7575
львівська	яворівський	шегині	49.79888889,22.97277778
чернівецька	чернівецький	тереблече	48.025,26.06111111
закарпатська	берегівський	велика бийгань	48.24805556,22.57472222
закарпатська	хустський	вишково	48.02888889,23.43194444
одеська	одеський	удобне	46.38083333,30.04333333
львівська	яворівський	краковець	49.95833333,23.15722222
львівська	львівський	рава-руська	50.225,23.62416667
луганська	сватівський	троїцьке	49.90472222,38.30166667
чернівецька	вижницький	селятин	47.87361111,25.18611111
луганська	старобільський	мілове	49.37305556,40.13777778
закарпатська	ужгородський	стричава	48.96194444,22.49138889
волинська	ковельський	рівне	51.23527778,23.80416667
чернігівська	чернігівський	городня	51.89305556,31.59472222
львівська	самбірський	добромиль	49.57055556,22.78944444
чернівецька	чернівецький	красноїльськ	48.01472222,25.58722222
одеська	білгород-дністровський	козацьке	46.34833333,30.04583333
чернівецька	чернівецький	чудей	48.04833333,25.58888889
чернівецька	дністровський	сокиряни	48.45305556,27.41611111
закарпатська	берегівський	королево	48.15388889,23.13305556
закартпатська	тячівський	тячів	48.01611111,23.57194444
вінницька	могилів-подільський	садки	48.47583333,28.00277778
чернівецька	дністровський	подвір	48.31472222,26.79388889
чернівецька	чернівецький	герца	48.14666667,26.25833333
чернівецька	дністровський	вашківці	48.40583333,27.12694444
волинська	ковельський	шацьк	51.48777778,23.92972222
одеська	одеський	градениці	46.59861111,29.99777778
чернівецька	чернівецький	ванчиківці	48.21555556,26.44777778
чернівецька	чернівецький	верхні петрівці	48.07055556,25.69583333
одеська	подільський	станіславка	47.72805556,29.25638889
дніпропетровська	криворізький	грушівка	47.58861111,34.0125
одеська	білгород-дністровський	петропавлівка	46.34027778,29.56972222
одеська	білгород-дністровський	старокозаче	46.33780556,29.984125
львівська	яворівський	великі	49.52083333,25.75361111
чернівецька	дністровський	зелена	48.36277778,26.725
вінницька	могилів-подільський	михайлівка	48.27333333,28.09444444
одеська	одеський	яськи	46.509994,30.075424
одеська	болградський	петрівка	46.50611111,29.17055556
